parent_taxon_id,taxon_id,rank_level,leaf_class_id,name
372868,52983,33.0,,Pyrrhocoroidea
48561,52989,10.0,215,Cirsium vulgare
52845,52992,10.0,216,Matricaria discoidea
779781,52994,10.0,217,Claytonia perfoliata
71417,52995,20.0,,Claytonia
52999,52998,10.0,218,Conium maculatum
790593,52999,20.0,,Conium
53022,53021,10.0,219,Convolvulus arvensis
993825,53022,20.0,,Convolvulus
345608,53030,20.0,,Dipsacus
53060,53059,10.0,220,Galium aparine
788083,53060,20.0,,Galium
53095,53094,10.0,221,Heracleum maximum
790594,53095,20.0,,Heracleum
51900,53104,10.0,222,Hypochaeris radicata
632704,53106,20.0,,Lactuca
53106,53107,10.0,223,Lactuca serriola
512504,53152,20.0,,Medicago
1045692,53178,10.0,224,Plantago lanceolata
975960,53186,20.0,,Potentilla
922242,53196,20.0,,Rumex
53196,53197,10.0,225,Rumex crispus
901794,53207,20.0,,Senecio
53207,53211,10.0,226,Senecio vulgaris
53270,53269,10.0,227,Sonchus asper
632703,53270,20.0,,Sonchus
53270,53294,10.0,228,Sonchus oleraceus
1087592,53298,10.0,229,Stellaria media
52472,53324,10.0,230,Vicia sativa
53327,53326,10.0,231,Vinca major
632394,53327,20.0,,Vinca
52111,53359,10.0,232,Baccharis pilularis
47193,53387,10.0,233,Cornus sericea
53408,53405,10.0,234,Heteromeles arbutifolia
723302,53408,20.0,,Heteromeles
922173,53438,20.0,,Rosa
53549,53547,10.0,235,Ulmus americana
47132,53548,30.0,,Ulmaceae
53548,53549,20.0,,Ulmus
47157,53552,33.0,,Yponomeutoidea
124078,53554,20.0,,Atteva
53581,53580,20.0,,Liriodendron
50898,53581,30.0,,Magnoliaceae
53580,53582,10.0,236,Liriodendron tulipifera
48431,53713,10.0,237,Laetiporus sulphureus
53810,53809,10.0,238,Phidippus audax
1109044,53810,20.0,,Phidippus
53855,53854,20.0,,Ilex
71272,53855,30.0,,Aquifoliaceae
47819,53868,20.0,,Erythemis
56564,53905,10.0,239,Mantis religiosa
53912,53911,10.0,240,Cyprinus carpio
607661,53912,20.0,,Cyprinus
743344,53983,10.0,241,Digitalis purpurea
840977,53984,20.0,,Digitalis
125818,54010,20.0,,Lycaena
50392,54064,10.0,242,Polygonia comma
55690,54087,10.0,243,Pieris napi
47378,54134,10.0,244,Trametes versicolor
48327,54321,30.0,,Parmeliaceae
54328,54327,10.0,245,Vespa crabro
84738,54328,20.0,,Vespa
47752,54412,10.0,246,Polystichum acrostichoides
54451,54449,10.0,247,Carnegiea gigantea
470233,54451,20.0,,Carnegiea
54469,54468,10.0,248,Aglais urticae
202066,54469,20.0,,Aglais
54497,54495,20.0,,Juglans
47853,54497,30.0,,Juglandaceae
54495,54504,10.0,249,Juglans nigra
900982,54521,20.0,,Tanacetum
54575,54573,10.0,250,Schizophyllum commune
905658,54574,30.0,,Schizophyllaceae
54574,54575,20.0,,Schizophyllum
47778,54582,20.0,,Arion
54735,54734,10.0,251,Parmelia sulcata
1094690,54735,20.0,,Parmelia
372740,54743,50.0,,Lecanoromycetes
952186,54755,40.0,,Teloschistales
54755,54756,30.0,,Teloschistaceae
54756,54757,20.0,,Xanthoria
47727,54763,10.0,252,Acer platanoides
707807,54765,20.0,,Rhus
47193,54777,10.0,253,Cornus florida
861033,54779,10.0,254,Quercus alba
54796,54795,10.0,255,Sassafras albidum
48809,54796,20.0,,Sassafras
48498,54797,10.0,256,Gleditsia triacanthos
54812,54811,10.0,257,Rhamnus cathartica
49041,54812,20.0,,Rhamnus
47351,54834,10.0,258,Prunus serotina
47351,54835,10.0,259,Prunus virginiana
47566,54840,10.0,260,Populus tremuloides
54856,54854,10.0,261,Tilia americana
924978,54856,20.0,,Tilia
1112639,54999,10.0,262,Eriogonum fasciculatum
517607,55215,20.0,,Aphis
51370,55387,10.0,263,Esox lucius
49465,55402,10.0,264,Trillium grandiflorum
55460,55459,10.0,265,Lamium amplexicaule
918906,55460,20.0,,Lamium
55486,55483,10.0,266,Fuligo septica
47684,55484,40.0,,Physarales
55484,55485,30.0,,Physaraceae
55485,55486,20.0,,Fuligo
55488,55487,10.0,267,Diabrotica undecimpunctata
461899,55488,20.0,,Diabrotica
55503,55496,10.0,268,Stereum ostrea
55503,55501,10.0,269,Stereum hirsutum
48341,55502,30.0,,Stereaceae
55502,55503,20.0,,Stereum
888838,55556,10.0,270,Oncopeltus fasciatus
466233,55558,30.0,,Lygaeidae
130314,55559,20.0,,Oncopeltus
55564,55563,10.0,271,Bellis perennis
461542,55564,20.0,,Bellis
54757,55576,10.0,272,Xanthoria parietina
55613,55610,10.0,273,Pyrrhocoris apterus
52983,55612,30.0,,Pyrrhocoridae
55612,55613,20.0,,Pyrrhocoris
50641,55620,10.0,274,Solanum dulcamara
122465,55624,20.0,,Acronicta
55690,55626,10.0,275,Pieris rapae
55642,55641,10.0,276,Polyommatus icarus
522678,55642,20.0,,Polyommatus
55654,55653,10.0,277,Maniola jurtina
208488,55654,20.0,,Maniola
522624,55655,10.0,278,Lycaena phlaeas
738398,55666,10.0,279,Veronica persica
475032,55690,20.0,,Pieris
82099,55695,20.0,,Tyria
520029,55719,10.0,280,Eristalis tenax
51876,55745,10.0,281,Trifolium repens
55747,55746,10.0,282,Misumena vatia
47866,55747,20.0,,Misumena
55758,55757,10.0,283,Chelidonium majus
889631,55758,20.0,,Chelidonium
52195,55759,10.0,284,Silene dioica
49652,55829,10.0,285,Cardamine hirsuta
55831,55830,10.0,286,Glechoma hederacea
919180,55831,20.0,,Glechoma
53327,55844,10.0,287,Vinca minor
55460,55851,10.0,288,Lamium purpureum
55883,55882,10.0,289,Hedera helix
52849,55883,20.0,,Hedera
964908,55925,10.0,290,Geranium robertianum
54521,55971,10.0,291,Tanacetum vulgare
47380,55974,30.0,,Fomitopsidaceae
35526,55990,10.0,292,Podarcis muralis
53030,56002,10.0,293,Dipsacus fullonum
56058,56057,10.0,294,Leucanthemum vulgare
900981,56058,20.0,,Leucanthemum
56062,56061,10.0,295,Alliaria petiolata
902660,56062,20.0,,Alliaria
48582,56063,10.0,296,Sorbus aucuparia
48230,56064,10.0,297,Ranunculus acris
52761,56077,10.0,298,Hypericum perforatum
48295,56083,10.0,299,Armadillidium vulgare
56089,56088,10.0,300,Robinia pseudoacacia
746912,56089,20.0,,Robinia
56091,56090,10.0,301,Morus alba
50998,56091,20.0,,Morus
56100,56099,10.0,302,Ajuga reptans
918904,56100,20.0,,Ajuga
52979,56121,10.0,303,Capsella bursa-pastoris
52977,56126,10.0,304,Barbarea vulgaris
861033,56133,10.0,305,Quercus robur
56138,56137,10.0,306,Ornithogalum umbellatum
507998,56138,20.0,,Ornithogalum
941815,56165,20.0,,Verbascum
56175,56174,10.0,307,Echium vulgare
795687,56175,20.0,,Echium
56223,56222,10.0,308,Tussilago farfara
936861,56223,20.0,,Tussilago
1045281,56224,10.0,309,Caltha palustris
50392,56225,10.0,310,Polygonia c-album
785517,56310,30.0,,Psathyrellaceae
56310,56315,20.0,,Coprinellus
947427,56318,10.0,311,Coprinellus micaceus
545183,56529,10.0,312,Papilio machaon
47394,56536,20.0,,Chlorophyllum
570063,56564,20.0,,Mantis
47157,56583,33.0,,Lasiocampoidea
56583,56584,30.0,,Lasiocampidae
1043617,56727,20.0,,Daucus
56740,56739,10.0,313,Ricinus communis
51821,56740,20.0,,Ricinus
49921,56832,10.0,314,Nymphalis antiopa
538902,56887,10.0,315,Bombus pensylvanicus
901801,56955,20.0,,Helianthus
1092918,57056,10.0,316,Medicago lupulina
57067,57066,10.0,317,Melilotus officinalis
512504,57067,20.0,,Melilotus
57280,57278,10.0,318,Ailanthus altissima
47729,57279,30.0,,Simaroubaceae
57279,57280,20.0,,Ailanthus
52472,57317,10.0,319,Vicia villosa
1092510,57516,10.0,320,Bombus terrestris
538900,57689,10.0,321,Bombus vosnesenskii
52689,57824,10.0,322,Sambucus racemosa
56955,57983,10.0,323,Helianthus annuus
48439,58127,10.0,324,Chenopodium album
47729,58321,30.0,,Sapindaceae
320552,58504,20.0,,Polites
545183,58523,10.0,325,Papilio polyxenes
545186,58525,10.0,326,Papilio troilus
58533,58531,10.0,327,Colias philodice
58533,58532,10.0,328,Colias eurytheme
119556,58533,20.0,,Colias
47923,58558,27.0,,Polyommatinae
58562,58561,10.0,329,Libytheana carinenta
85868,58562,20.0,,Libytheana
50392,58579,10.0,330,Polygonia interrogationis
50881,58586,10.0,331,Limenitis archippus
134166,58588,20.0,,Asterocampa
47922,58597,27.0,,Satyrinae
58597,58598,25.0,,Satyrini
58598,58599,24.0,,Lethina
58629,58627,10.0,332,Perca flavescens
788529,58629,20.0,,Perca
49592,58635,10.0,333,Lepomis megalotis
49592,58636,10.0,334,Lepomis cyanellus
49175,58655,30.0,,Ictaluridae
58667,58662,10.0,335,Semotilus atromaculatus
613300,58667,20.0,,Semotilus
790771,58722,10.0,336,Pinus sylvestris
58728,58727,10.0,337,Berberis thunbergii
923972,58728,20.0,,Berberis
51079,58732,10.0,338,Toxicodendron radicans
520010,58753,20.0,,Toxomerus
57067,58907,10.0,339,Melilotus albus
47791,58935,30.0,,Lythraceae
58935,58937,20.0,,Lythrum
50636,58961,10.0,340,Plantago major
56165,59029,10.0,341,Verbascum thapsus
59117,59115,10.0,342,Gambusia affinis
49333,59116,30.0,,Poeciliidae
788516,59117,20.0,,Gambusia
59122,59119,10.0,343,Pontia protodice
475032,59122,20.0,,Pontia
857190,59644,10.0,344,Pantherophis alleghaniensis
797520,59649,20.0,,Pantherophis
59676,59675,10.0,345,Pyrrharctia isabella
123834,59676,20.0,,Pyrrharctia
59775,59774,10.0,346,Pachydiplax longipennis
47819,59775,20.0,,Pachydiplax
59777,59776,10.0,347,Perithemis tenera
47819,59777,20.0,,Perithemis
7251,59911,30.0,,Mimidae
48561,60132,10.0,348,Cirsium arvense
25473,60340,20.0,,Lithobates
545186,60551,10.0,349,Papilio glaucus
50881,60607,10.0,350,Limenitis arthemis
53854,60749,10.0,351,Ilex opaca
60783,60782,10.0,352,Pluteus cervinus
48420,60783,20.0,,Pluteus
60840,60839,10.0,353,Spilosoma virginica
123834,60840,20.0,,Spilosoma
47922,60854,27.0,,Heliconiinae
47922,61244,27.0,,Danainae
464228,61257,20.0,,Leptoglossus
47744,61267,37.0,,Heteroptera
58937,61321,10.0,354,Lythrum salicaria
549546,61428,10.0,355,Arion subfuscus
61446,61445,10.0,356,Acanthocephala terminalis
605201,61446,20.0,,Acanthocephala
53868,61495,10.0,357,Erythemis simplicicollis
61504,61503,10.0,358,Ascalapha odorata
121562,61504,20.0,,Ascalapha
47483,61523,10.0,359,Helix pomatia
61525,61524,10.0,360,Forficula auricularia
713354,61525,20.0,,Forficula
124719,61786,20.0,,Malacosoma
202179,61858,20.0,,Lucilia
356157,61860,30.0,,Calliphoridae
62061,62060,10.0,361,Palomena prasina
712842,62061,20.0,,Palomena
914077,62207,10.0,362,Oenothera biennis
451956,62232,20.0,,Chimaphila
984576,62312,10.0,363,Campanula rotundifolia
62463,62456,10.0,364,Rhagonycha fulva
529314,62463,20.0,,Rhagonycha
62472,62470,10.0,365,Limax maximus
512198,62471,30.0,,Limacidae
933175,62472,20.0,,Limax
62499,62498,10.0,366,Jacobaea vulgaris
901794,62499,20.0,,Jacobaea
888920,62741,10.0,367,Rudbeckia hirta
888924,62742,20.0,,Rudbeckia
334375,62781,20.0,,Camponotus
62807,62806,10.0,368,Mytilus californianus
871438,62807,20.0,,Mytilus
63030,63028,10.0,369,Hypercompe scribonia
123834,63030,20.0,,Hypercompe
47491,63089,50.0,,Clitellata
53196,63371,10.0,370,Rumex obtusifolius
63523,63518,10.0,371,Melanoplus differentialis
523474,63523,20.0,,Melanoplus
64009,64006,10.0,372,Corbicula fluminea
534850,64009,20.0,,Corbicula
901066,64116,20.0,,Ageratina
64276,64237,10.0,373,Phragmites australis
773415,64276,20.0,,Phragmites
47124,64516,40.0,,Proteales
47539,64539,20.0,,Celastrus
64539,64540,10.0,374,Celastrus orbiculatus
47754,64686,30.0,,Onocleaceae
21359,64747,20.0,,Anaxyrus
21359,64787,20.0,,Incilius
64747,64968,10.0,375,Anaxyrus americanus
64787,65849,10.0,376,Incilius nebulifer
60340,65979,10.0,377,Lithobates catesbeianus
60340,65982,10.0,378,Lithobates clamitans
60340,66003,10.0,379,Lithobates pipiens
60340,66012,10.0,380,Lithobates sylvaticus
67329,67328,10.0,381,Pholcus phalangioides
47823,67329,20.0,,Pholcus
3,67561,40.0,,Charadriiformes
3,67566,40.0,,Pelecaniformes
3,67570,40.0,,Falconiformes
3,67573,40.0,,Caprimulgiformes
47651,67688,37.0,,Caelifera
82113,67692,20.0,,Lophocampa
47552,67707,10.0,382,Argiope aurantia
51468,67731,10.0,383,Anax junius
50249,67748,10.0,384,Maianthemum canadense
67761,67760,10.0,385,Popillia japonica
425997,67761,20.0,,Popillia
61257,67771,10.0,386,Leptoglossus occidentalis
873639,67820,10.0,387,Erigeron philadelphicus
51556,68138,10.0,388,Sympetrum corruptum
51556,68139,10.0,389,Sympetrum vicinum
783666,68199,20.0,,Larrea
68199,68205,10.0,390,Larrea tridentata
68220,68207,30.0,,Zygophyllaceae
47124,68220,40.0,,Zygophyllales
68246,68244,10.0,391,Euptoieta claudia
134168,68246,20.0,,Euptoieta
58588,68264,10.0,392,Asterocampa celtis
781368,68421,30.0,,Achatinidae
781352,68625,33.0,,Helicoidea
48217,69155,10.0,393,Fucus distichus
333586,69755,40.0,,Haplotaxida
69755,69758,30.0,,Lumbricidae
71035,71034,10.0,394,Tenodera sinensis
1097119,71035,20.0,,Tenodera
47208,71130,37.0,,Polyphaga
55215,71154,10.0,395,Aphis nerii
3,71261,40.0,,Accipitriformes
3,71268,40.0,,Suliformes
47124,71272,40.0,,Aquifoliales
47124,71275,40.0,,Brassicales
47124,71289,40.0,,Saxifragales
47124,71291,40.0,,Vitales
7251,71305,30.0,,Cardinalidae
559244,71306,30.0,,Cathartidae
7251,71349,30.0,,Parulidae
51820,71412,30.0,,Hypericaceae
47366,71417,30.0,,Montiaceae
71289,71434,30.0,,Altingiaceae
200958,71725,20.0,,Pandion
604091,72030,20.0,,Campsis
37763,73788,10.0,396,Plestiodon fasciatus
59649,73888,10.0,397,Pantherophis obsoletus
72030,75995,10.0,398,Campsis radicans
56727,76610,10.0,399,Daucus carota
50879,76897,10.0,400,Erigeron annuus
50879,76907,10.0,401,Erigeron canadensis
50879,76942,10.0,402,Erigeron strigosus
1072577,77835,10.0,403,Lonicera japonica
53438,78882,10.0,404,Rosa multiflora
52195,79109,10.0,405,Silene latifolia
47818,81495,10.0,406,Libellula pulchella
81547,81545,10.0,407,Lumbricus terrestris
69758,81547,20.0,,Lumbricus
528867,81549,20.0,,Tetraopes
81555,81554,10.0,408,Ictalurus punctatus
58655,81555,20.0,,Ictalurus
81560,81559,10.0,409,Epargyreus clarus
320509,81560,20.0,,Epargyreus
81591,81590,10.0,410,Eacles imperialis
125085,81591,20.0,,Eacles
61786,81663,10.0,411,Malacosoma disstria
49031,81665,10.0,412,Orgyia leucostigma
81678,81677,10.0,413,Euchaetes egle
82113,81678,20.0,,Euchaetes
81688,81687,10.0,414,Noctua pronuba
320201,81688,20.0,,Noctua
81924,81923,10.0,415,Halyomorpha halys
528234,81924,20.0,,Halyomorpha
549548,82003,10.0,416,Arion ater
1097068,82009,20.0,,Stagmomantis
48847,82039,25.0,,Lymantriini
48847,82042,25.0,,Orgyiini
47606,82089,25.0,,Arctiini
82089,82099,24.0,,Callimorphina
82089,82113,24.0,,Phaegopterina
122457,82202,20.0,,Hypena
67692,82225,10.0,417,Lophocampa caryae
82286,82279,10.0,418,Automeris io
475374,82286,20.0,,Automeris
1072574,82342,10.0,419,Lonicera maackii
62232,82358,10.0,420,Chimaphila maculata
82577,82576,10.0,421,Onoclea sensibilis
64686,82577,20.0,,Onoclea
50829,82816,10.0,422,Viola sororia
83292,83290,10.0,423,Zanclus cornutus
47233,83291,30.0,,Zanclidae
83291,83292,20.0,,Zanclus
492000,83737,50.0,,Tremellomycetes
83800,83799,10.0,424,Mitchella repens
788074,83800,20.0,,Mitchella
52689,84300,10.0,425,Sambucus canadensis
51825,84481,10.0,426,Calopteryx maculata
84550,84549,10.0,427,Plathemis lydia
47819,84550,20.0,,Plathemis
789375,84640,10.0,428,Polistes dominula
48147,84718,37.0,,Oniscidea
52054,84722,10.0,429,Ischnura verticalis
52747,84738,27.0,,Vespinae
85035,85034,10.0,430,Neoscona crucifera
417879,85035,20.0,,Neoscona
52736,85320,10.0,431,Monarda fistulosa
49592,85365,10.0,432,Lepomis auritus
47120,85493,57.0,,Crustacea
26172,85552,37.0,,Sauria
26172,85553,37.0,,Serpentes
68625,85654,30.0,,Camaenidae
47922,85868,27.0,,Libytheinae
910275,87634,20.0,,Cornu
1105651,87902,20.0,,Deroceras
47977,94557,10.0,433,Argia moesta
50175,99897,10.0,434,Enallagma civile
59117,101204,10.0,435,Gambusia holbrooki
52054,103498,10.0,436,Ischnura posita
47818,104580,10.0,437,Libellula incesta
47818,104586,10.0,438,Libellula vibrans
36362,116461,10.0,439,Anolis sagrei
53554,116681,10.0,440,Atteva aurea
71725,116999,10.0,441,Pandion haliaetus
56536,117308,10.0,442,Chlorophyllum molybdites
779780,117434,10.0,443,Claytonia virginica
122224,117747,25.0,,Noctuini
117951,117943,10.0,444,Flavoparmelia caperata
1094690,117951,20.0,,Flavoparmelia
55974,118056,20.0,,Fomitopsis
785522,118249,30.0,,Amanitaceae
47186,118451,37.0,,Pleocyemata
82202,118513,10.0,445,Hypena scabra
81549,118559,10.0,446,Tetraopes tetrophthalmus
538900,118970,10.0,447,Bombus impatiens
64116,119048,10.0,448,Ageratina altissima
48508,119556,27.0,,Coliadinae
712842,119607,20.0,,Chinavia
49567,119895,27.0,,Cicindelinae
82009,119989,10.0,449,Stagmomantis carolina
538890,120215,10.0,450,Bombus griseocollis
120218,120217,10.0,451,Halysidota tessellaris
82113,120218,20.0,,Halysidota
47118,120474,37.0,,Araneomorphae
26039,121038,30.0,,Alligatoridae
121184,121183,10.0,452,Mythimna unipuncta
122731,121184,20.0,,Mythimna
122426,121562,25.0,,Thermesiini
121613,121612,10.0,453,Estigmene acrea
123834,121613,20.0,,Estigmene
118451,121639,35.0,,Brachyura
121822,121821,10.0,454,Sceliphron caementarium
471021,121822,20.0,,Sceliphron
47607,121850,30.0,,Erebidae
211194,121943,50.0,,Polypodiopsida
186841,121991,25.0,,Syrphini
48670,122224,27.0,,Noctuinae
122240,122238,10.0,455,Porcellio scaber
343798,122239,30.0,,Porcellionidae
122239,122240,20.0,,Porcellio
522677,122380,20.0,,Cupido
122380,122381,10.0,456,Cupido comyntas
121850,122426,27.0,,Erebinae
121850,122457,27.0,,Hypeninae
48670,122465,27.0,,Acronictinae
47653,122493,27.0,,Hesperiinae
122224,122731,25.0,,Leucaniini
1117856,123628,10.0,457,Argynnis paphia
82089,123834,24.0,,Spilosomina
124065,124055,24.0,,Choerocampina
124071,124065,25.0,,Macroglossini
47213,124071,27.0,,Macroglossinae
53552,124078,30.0,,Attevidae
47918,124126,27.0,,Saturniinae
47201,124417,37.0,,Apocrita
87902,124432,10.0,458,Deroceras reticulatum
52847,124544,10.0,459,Anthriscus sylvestris
124919,124719,25.0,,Lasiocampini
56584,124919,27.0,,Lasiocampinae
124126,125080,25.0,,Saturniini
47918,125084,27.0,,Hemileucinae
47918,125085,27.0,,Ceratocampinae
125670,125669,10.0,460,Rumina decollata
1071364,125670,20.0,,Rumina
125835,125818,25.0,,Lycaenini
47923,125830,27.0,,Theclinae
58558,125833,25.0,,Polyommatini
47923,125835,27.0,,Lycaeninae
125830,125836,25.0,,Eumaeini
58753,126889,10.0,461,Toxomerus marginatus
127135,127133,10.0,462,Hyphantria cunea
123834,127135,20.0,,Hyphantria
127187,127186,10.0,463,Securigera varia
533443,127187,20.0,,Securigera
127511,127510,10.0,464,Fomes fomentarius
47379,127511,20.0,,Fomes
61858,128824,10.0,465,Lucilia sericata
43698,129411,37.0,,Sciuromorpha
519191,129902,10.0,466,Camponotus pennsylvanicus
55558,130314,27.0,,Lygaeinae
202067,130316,25.0,,Melitaeini
910275,131834,20.0,,Otala
841312,132949,30.0,,Paradoxosomatidae
47181,133387,30.0,,Ericaceae
58504,133631,10.0,467,Polites peckius
372850,133754,33.0,,Reduvioidea
47922,134166,27.0,,Apaturinae
60854,134168,25.0,,Argynnini
61244,134169,25.0,,Danaini
47922,134171,27.0,,Limenitidinae
60854,134173,25.0,,Heliconiini
134171,134175,25.0,,Limenitidini
211194,136329,50.0,,Pinopsida
143392,143390,10.0,468,Oxidus gracilis
843658,143392,20.0,,Oxidus
774775,144113,43.0,,Eucarida
774775,144114,43.0,,Peracarida
47120,144128,57.0,,Myriapoda
13547,144351,20.0,,Poecile
9079,144410,20.0,,Spinus
4950,144455,10.0,469,Ardea alba
144351,144815,10.0,470,Poecile atricapillus
10246,145245,10.0,471,Setophaga coronata
144410,145308,10.0,472,Spinus psaltria
144410,145310,10.0,473,Spinus tristis
1096177,145659,10.0,474,Acronicta americana
848324,152870,40.0,,Artiodactyla
632790,153419,25.0,,Eupatorieae
54765,167829,10.0,475,Rhus typhina
955376,172111,20.0,,Bradybaena
372852,176269,33.0,,Chrysomeloidea
209650,179939,20.0,,Otospermophilus
179939,180007,10.0,476,Otospermophilus beecheyi
47158,184884,47.0,,Pterygota
49995,186841,27.0,,Syrphinae
52381,194066,27.0,,Aphidinae
199910,199840,10.0,477,Haemorhous mexicanus
9079,199910,20.0,,Haemorhous
47221,199939,27.0,,Apinae
85552,200152,30.0,,Dactyloidae
71261,200958,30.0,,Pandionidae
47604,201654,27.0,,Carduoideae
202067,202066,25.0,,Nymphalini
47922,202067,27.0,,Nymphalinae
202067,202068,25.0,,Victorinini
61860,202179,27.0,,Luciliinae
202067,202224,25.0,,Junoniini
47533,202756,47.0,,Hexacorallia
131834,202861,10.0,478,Otala lactea
13548,203153,10.0,479,Parus major
746715,204212,20.0,,Ficaria
204212,204321,10.0,480,Ficaria verna
4343,204533,10.0,481,Larus argentatus
49973,207785,25.0,,Papilionini
54469,207977,10.0,482,Aglais io
58598,208488,24.0,,Maniolina
339572,209650,25.0,,Marmotini
48508,209720,27.0,,Pierinae
47217,211065,27.0,,Cypripedioideae
61786,211100,10.0,483,Malacosoma americana
47126,211194,60.0,,Tracheophyta
172111,215409,10.0,484,Bradybaena similaris
53186,243824,10.0,485,Potentilla indica
47221,244505,27.0,,Xylocopinae
47336,244834,27.0,,Formicinae
47120,245097,57.0,,Chelicerata
51146,245843,27.0,,Galerucinae
118451,311310,35.0,,Astacidea
51777,319231,27.0,,Coreinae
342614,319384,33.0,,Araneoidea
48959,320199,27.0,,Harpactorinae
117747,320201,24.0,,Noctuina
47653,320509,27.0,,Eudaminae
122493,320552,25.0,,Hesperiini
209720,321384,25.0,,Pierini
512198,322379,30.0,,Agriolimacidae
47122,324170,27.0,,Caesalpinioideae
49995,326181,27.0,,Eristalinae
21360,326296,10.0,486,Bufo bufo
124417,326777,35.0,,Aculeata
47649,328102,27.0,,Melanoplinae
45933,332614,27.0,,Sciurinae
63089,333586,47.0,,Oligochaeta
48486,333790,27.0,,Coccinellinae
333790,333796,25.0,,Coccinellini
47744,334037,37.0,,Sternorrhyncha
244834,334375,25.0,,Camponotini
47903,335455,27.0,,Cactoideae
47649,337688,27.0,,Cyrtacanthacridinae
45933,339572,27.0,,Xerinae
332614,339575,25.0,,Sciurini
47208,340471,37.0,,Adephaga
120474,342614,35.0,,Entelegynae
48089,342767,33.5,,Calyptratae
47520,342904,27.0,,Salmoninae
52747,343248,27.0,,Polistinae
84718,343783,35.0,,Holoverticata
343783,343798,34.0,,Crinocheta
48527,345605,27.0,,Caprifolioideae
48527,345608,27.0,,Dipsacoideae
2,355675,57.0,,Vertebrata
342767,356157,33.0,,Oestroidea
447425,359450,25.0,,Cichorieae
326181,364082,25.0,,Eristalini
120474,367158,35.0,,Haplogynae
367158,367163,33.0,,Pholcoidea
342614,367176,33.0,,Thomisoidea
342614,367200,33.0,,Salticoidea
85552,371057,35.0,,Gekkota
47120,372739,57.0,,Hexapoda
48250,372740,57.0,,Pezizomycotina
551278,372763,45.0,,Helminthomorpha
1051154,372769,45.0,,Pteriomorphia
997267,372784,43.0,,Merocheta
61267,372850,35.0,,Cimicomorpha
71130,372852,35.0,,Cucujiformia
48091,372853,35.0,,Cyclorrhapha
71130,372854,35.0,,Elateriformia
61267,372868,35.0,,Pentatomomorpha
340471,372884,33.0,,Caraboidea
47362,373579,27.0,,Asclepiadoideae
194066,373639,25.0,,Aphidini
119895,373661,25.0,,Cicindelini
245843,373841,25.0,,Luperini
632790,373844,25.0,,Anthemideae
373661,373919,24.0,,Cicindelina
922240,379255,20.0,,Reynoutria
372853,414448,34.0,,Aschiza
47148,415343,27.0,,Rosoideae
47535,417879,27.0,,Araneinae
152870,424850,37.0,,Ruminantia
48857,425997,25.0,,Anomalini
47928,426081,33.0,,Coenagrionoidea
4342,447155,27.0,,Larinae
47604,447425,27.0,,Cichorioideae
133387,451956,27.0,,Monotropoideae
52932,460758,27.0,,Cantharinae
632790,461542,25.0,,Astereae
373841,461899,24.0,,Diabroticina
319231,464228,25.0,,Anisoscelini
372868,466233,33.0,,Lygaeoidea
48536,467650,27.0,,Aroideae
335455,470233,25.0,,Pachycereae
48742,470913,27.0,,Sceliphrinae
470913,471021,25.0,,Sceliphrini
372852,471714,33.0,,Coccinelloidea
85493,473790,53.0,,Multicrustacea
321384,475032,24.0,,Pierina
125084,475374,25.0,,Hemileucini
87634,480298,10.0,487,Cornu aspersum
47549,481959,57.0,,Asterozoa
320199,482431,25.0,,Harpactorini
119607,485010,10.0,488,Chinavia hilaris
781350,487049,33.0,,Arionoidea
47362,487323,27.0,,Rauvolfioideae
47169,492000,57.0,,Agaricomycotina
47535,498534,27.0,,Nephilinae
829419,502884,20.0,,Lissachatina
502884,502885,10.0,489,Lissachatina fulica
47122,507502,27.0,,Faboideae
47599,507998,27.0,,Scilloideae
47599,508722,27.0,,Nolinoideae
781353,512198,33.0,,Limacoidea
507502,512504,25.0,,Trifolieae
47434,514989,27.0,,Pooideae
373639,517607,24.0,,Aphidina
52327,518889,27.0,,Chenopodioideae
62781,519191,15.0,,Camponotus
186841,520010,25.0,,Toxomerini
364082,520020,24.0,,Eristalina
52491,520029,15.0,,Eristalis
48623,520502,27.0,,Nepetoideae
209650,520586,20.0,,Tamias
54010,522624,15.0,,Lycaena
125833,522677,24.0,,Everina
125833,522678,24.0,,Polyommatina
125836,522886,24.0,,Eumaeina
49974,522893,24.0,,Battina
134169,522900,24.0,,Danaina
337688,523283,25.0,,Cyrtacanthacridini
328102,523474,25.0,,Melanoplini
47124,523723,40.0,,Boraginales
51276,528234,25.0,,Cappaeini
50265,528867,25.0,,Tetraopini
460758,529314,25.0,,Cantharini
26504,532896,27.0,,Natricinae
507502,533443,25.0,,Loteae
47668,533697,43.0,,Forcipulatacea
534851,534850,30.0,,Cyrenidae
50586,534851,33.0,,Cyrenoidea
199939,538883,25.0,,Bombini
52775,538890,15.0,,Cullumanobombus
52775,538900,15.0,,Pyrobombus
52775,538902,15.0,,Thoracobombus
52775,538903,15.0,,Bombus
199939,538904,25.0,,Apini
47225,545183,15.0,,Papilio
47225,545185,15.0,,Heraclides
47225,545186,15.0,,Pterourus
507502,548591,25.0,,Genisteae
54582,549546,15.0,,Mesarion
54582,549548,15.0,,Arion
47735,551278,47.0,,Chilognatha
1051155,551316,44.0,,Euheterodonta
551316,551317,43.0,,Imparidentia
47114,551391,47.0,,Heterobranchia
514989,552962,25.0,,Poeae
50638,556743,25.0,,Antirrhineae
6912,558404,20.0,,Spatula
